;Year;Reciever;Grant size (DKK);Description;Region;Project Category;Project Subcategory
155;2023;Skørpinge Landsbylaug;"Støttet med
18.000 kr.";Billeder og historier fra en landsby;Region Sjælland;LIV I DET LOKALE;Aktiviteter
156;2023;VB 1968;"Støttet med
35.000 kr.";VB 1968 Fodboldskole;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
157;2023;Viden Djurs;"Støttet med
15.000 kr.";Naturvidenskabelig Vinterfest;Region Midtjylland;LIV I DET LOKALE;Arrangementer
158;2023;Fonden Copenhagen Opera Festival;"Støttet med
50.000 kr.";Opera på Festivalscenen på Den Røde Plads 2023;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
159;2023;Langå Og Omegns Rideklub;"Støttet med
25.000 kr.";Nye Elevheste;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
160;2023;Gribskov kommune;"Støttet med
32.000 kr.";Surf på toppen;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
161;2023;Danske-Seniorer;"Støttet med
22.500 kr.";Ta’ med Danske Seniorer i byen;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
162;2023;Baptistspejderne i Herlev;"Støttet med
20.000 kr.";Cava Mastesejl;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
163;2023;Ballerup Atletik Klub;"Støttet med
12.000 kr.";Innovativ udvikling indenfor fysisk træning;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
164;2023;Roots Aarhus;"Støttet med
30.000 kr.";Roots Aarhus koncertrække i foråret 2023;Region Midtjylland;LIV I DET LOKALE;Arrangementer
165;2023;Det ny Tonefilmsorkester;"Støttet med
40.000 kr.";25 års Jubilæumskoncert 7. oktober 2023;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
166;2023;Vilsted Idrætsforening;"Støttet med
40.000 kr.";Udskiftning af asbesttag mm. på klubhus og garage;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
167;2023;Rønne Idræts Klub;"Støttet med
30.000 kr.";Flere piger på banen, sport og sundhed;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
168;2023;Nordstevns gymnastik og idrætsforening;"Støttet med
35.000 kr.";Energioptimering af klubhus;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
169;2023;Dansk Vandrelaug;"Støttet med
8.000 kr.";Førstehjælpskasse til turledere;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
170;2023;Judoklubben Mitani;"Støttet med
40.000 kr.";Juniorklub i Judoklubben Mitani;Region Hovedstaden;LIV I DET LOKALE;Renovering og istandsættelse
171;2023;Benløse Idrætsforening;"Støttet med
8.000 kr.";Nye net til fodboldmål i Benløse;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
172;2023;Frivilligt Drenge- og Pige-Forbund, FDF;"Støttet med
80.000 kr.";Væbnermesterskabet på Ungdomsøen 2023;Region Hovedstaden;LIV I DET LOKALE;Transport
173;2023;SlagslundeKlubben;"Støttet med
10.000 kr.";Ny keramikovn til brug for vores keramikaktivitet;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
174;2023;Sølund Musik Festival;"Støttet med
50.000 kr.";Et fyrtårn i mørket for mennesker med udviklingshandicap;Region Midtjylland;LIV I DET LOKALE;Arrangementer
175;2023;SIF Assentoft;"Støttet med
5.000 kr.";Frivillig Fredag;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
176;2023;Odense Rulleskøjteklub (ORK);"Støttet med
200.000 kr.";Rullesportsanlæg i Korupbydelen;Region Syddanmark;LIV I DET LOKALE;Byggeri
177;2023;Tved Motionscykelklub (TMCK);"Støttet med
15.000 kr.";Nyt cykeltøj til foreningens medlemmer ifm. nyt design;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
178;2023;Værløse Svømmeklub;"Støttet med
19.000 kr.";Udstyr til forbedring af undervisningen i VSK;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
179;2023;Hawboernes forening;"Støttet med
20.000 kr.";Nyt inventar møderum Hawboernes Hus;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
180;2023;Landsforeningen Ungdomsklubbernes Go-kartklub;"Støttet med
15.000 kr.";Varmepumpe til værksted;Region Hovedstaden;LIV I DET LOKALE;Byggeri
181;2023;FDF Mørkhøj;"Støttet med
50.000 kr.";Energioptimering af FDF Skjoldhytten;Region Hovedstaden;LIV I DET LOKALE;Renovering og istandsættelse
182;2023;Samlerforening Syddanmark;"Støttet med
5.000 kr.";Forårsudstilling i Rebbøl Centeret;Region Syddanmark;LIV I DET LOKALE;PR og kommunikation
183;2023;Lundbye Komitéen;"Støttet med
76.889 kr.";Landmarks i Lundbyeland - Et kultur- og naturprojekt;Region Sjælland;LIV I DET LOKALE;Materialer
184;2023;Hirtshals Idrætscenter Selvejende Institution;"Støttet med
15.000 kr.";Ungeudvalg i Hirtshals Idrætscenter;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
185;2023;Hadsten Petanque;"Støttet med
15.000 kr.";Indlægge vand til banevanding og til klubhuset;Region Midtjylland;LIV I DET LOKALE;Byggeri
186;2023;Centro Cultura Brasil-Dinamarca;"Støttet med
10.000 kr.";Capoeira Meeting - kvinder i kamp 2023;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
187;2023;Stensballe IK;"Støttet med
30.000 kr.";Opstart af ugentlig træningsfællesskab i Stensballe;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
188;2023;Gudum Idræts- og Kulturhus;"Støttet med
50.000 kr.";Konvertering fra gasfyr til varmepumpe;Region Nordjylland;LIV I DET LOKALE;Byggeri
189;2023;KulturDebathus Søttrup;"Støttet med
40.000 kr.";Lydanlæg i KulturDebathus Søttrup;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
190;2023;Ebeltoft Windsurf Klub;"Støttet med
45.995 kr.";IQ Foil;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
191;2023;FDF Frederikshavn 1;"Støttet med
18.875 kr.";"Energi optimering i Kredsens feriekoloni ""Drengeborg""";Region Nordjylland;LIV I DET LOKALE;Mindre faciliteter
192;2023;Lundby Kultur- & Forsamlingshus;"Støttet med
75.000 kr.";Renovering / Energioptimering, etape 2;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
193;2023;Villersø Forsamlingshus;"Støttet med
30.000 kr.";Få et grønnere forsamlingshus;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
194;2023;Faldskærmsklubben Nordenfjords;"Støttet med
7.438 kr.";Social inklusion i Faldskærmsklubben Nordenfjords;Region Nordjylland;LIV I DET LOKALE;Materialer
195;2023;Øland Golfklub;"Støttet med
15.000 kr.";Stærekasser til naturpleje;Region Nordjylland;LIV I DET LOKALE;Materialer
196;2023;Medborgerhuset Ringkøbing;"Støttet med
15.418 kr.";Energioptimering i Ringkøbing-Skjern Medborgerhus;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
197;2023;Rudkøbing Tennisklub;"Støttet med
50.000 kr.";Padeltennis for alle;Region Syddanmark;LIV I DET LOKALE;Byggeri
198;2023;Amager Ishockey Club;"Støttet med
35.000 kr.";Flere unge skal have sjov på isen;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
199;2023;Nyborg Svømmeklub;"Støttet med
30.000 kr.";Større mulighed for at lære at svømme;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
200;2023;Ørre Skytteforening;"Støttet med
60.000 kr.";Bæredygtig energioptimering af Ørre skytteforening;Region Midtjylland;LIV I DET LOKALE;Materialer
201;2023;Mødrehjælpen Helsingør lokalforening;"Støttet med
20.000 kr.";Den Rullende Kagemand;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
202;2023;Sportsmotorklubben Odin;"Støttet med
30.000 kr.";Støtte til en traktor til vores speedway bane;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
203;2023;SPOT Festival;"Støttet med
50.000 kr.";Energi-optimering af lysanlæg;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
204;2023;Foreningen KreativitetsHuset i Lildstrand;"Støttet med
20.000 kr.";Tag Naturen ind i det Kreative Rum;Region Nordjylland;LIV I DET LOKALE;Materialer
205;2023;FDF/FPF Ledertræningscenter Mellerup;"Støttet med
10.000 kr.";Indkøb af materialer til et overdækket raftehus;Region Syddanmark;LIV I DET LOKALE;Byggeri
206;2023;Svendborg Seniorakademi S/I;"Støttet med
19.600 kr.";Foredrag i Svendborg Seniorakademi;Region Syddanmark;LIV I DET LOKALE;Honorar og løn
207;2023;Overgaden Institut For Samtidskunst. S/I;"Støttet med
35.000 kr.";Nye lokale fællesskaber på tværs af kulturen;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
208;2023;Friskolen Øster Egesborg;"Støttet med
40.000 kr.";Multihus med indbygget bålplads;Region Sjælland;LIV I DET LOKALE;Byggeri
209;2023;Grundejerforeningen Sandmarken/Birkevænget;"Støttet med
31.512 kr.";Etablering af bakke med rutsjebane;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
210;2023;Big River Squaredance Club;"Støttet med
15.090 kr.";Genstart af Squaredance i Vestjylland;Region Midtjylland;LIV I DET LOKALE;Materialer
211;2023;Aale Ungd-& Idrætsforening;"Støttet med
30.000 kr.";Udendørs padelbane;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
212;2023;SAM Foreningen;"Støttet med
27.995 kr.";Havepavillon med bålplads;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
213;2023;Streetball Aalborg;"Støttet med
175.000 kr.";Nyt street-fyrtårn i Aalborg;Region Nordjylland;LIV I DET LOKALE;Byggeri
214;2023;Kulturhuset Birkelundgaard;"Støttet med
30.000 kr.";Udvidelse af køkkenudstyr;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
215;2023;Kløverhytten;"Støttet med
40.000 kr.";Energioptimering af spejderhytte;Region Midtjylland;LIV I DET LOKALE;Renovering og istandsættelse
216;2023;Move;"Støttet med
75.000 kr.";Move Copenhagen - 10 år med fællesskaber der kan mærkes;Region Hovedstaden;LIV I DET LOKALE;Mindre faciliteter
217;2023;Foreningen Folkemøde Møn;"Støttet med
125.000 kr.";Folkemøde Møn 2023;Region Sjælland;LIV I DET LOKALE;Arrangementer
218;2023;Boligselskabet Sjælland;"Støttet med
75.000 kr.";Jagten på fællesskab og biodiversitet i Svogerslev;Region Sjælland;LIV I DET LOKALE;Aktiviteter
219;2023;Øster Uttrup Borgerforening;"Støttet med
20.000 kr.";Stendyssen Øster Uttrup;Region Nordjylland;LIV I DET LOKALE;Transport
220;2023;Vendsyssel Festival;"Støttet med
20.000 kr.";Vendsyssel Festival 2023;Region Nordjylland;LIV I DET LOKALE;Arrangementer
221;2023;Foreningen Jysk Børneforsorg/Fredehjem;"Støttet med
50.000 kr.";Fællesskabet Glad;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
222;2023;"Teaterfraktionen ""Femkanten""";"Støttet med
40.000 kr.";Femkanten i bevægelse;Region Sjælland;LIV I DET LOKALE;Aktiviteter
223;2023;Læsø Live;"Støttet med
100.000 kr.";Læsø Live 2023;Region Nordjylland;LIV I DET LOKALE;Aktiviteter
224;2023;Rødovre Kommune;"Støttet med
80.000 kr.";Krigshistorisk Festival 2023;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
225;2023;Moena Mønshallerne;"Støttet med
75.000 kr.";Energioptimering af idræts- og kulturhus med solceller;Region Sjælland;LIV I DET LOKALE;Byggeri
226;2023;Cykle Clubben Hjørring;"Støttet med
6.000 kr.";Køb af cykel/sikkerhedsveste;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
227;2023;Koncertkapellet;"Støttet med
100.000 kr.";Koncertkapellet - publikumsinventar;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
228;2023;KFUM Spejderne I Kjellerup;"Støttet med
45.750 kr.";Etablering af nyt bålsted og brændeskur;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
229;2023;OPUSS;"Støttet med
30.000 kr.";Patina - Koncert;Region Nordjylland;LIV I DET LOKALE;Honorar og løn
230;2023;Landsforeningen For PTSD Ramte Og Pårørende;"Støttet med
20.000 kr.";Lokale aktivitetsgrupper;Region Sjælland;LIV I DET LOKALE;Aktiviteter
231;2023;Den Selvejende Institution ROMU;"Støttet med
100.000 kr.";Ny forsamlingsstue på den gamle købmandsgård;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
232;2023;Foreningen Gawenda - Gladsaxe Ungdomsscene;"Støttet med
45.000 kr.";"Teaterforestillingen ""Rubinen""";Region Hovedstaden;LIV I DET LOKALE;Materialer
233;2023;Tørring-Uldum Rideklub;"Støttet med
20.000 kr.";To nye elevheste til undervisningen;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
234;2023;PTU (Ulykkespatientforeningen, Polioforeningen, Specialhospital For Polio- Og Ulykkespatienter);"Støttet med
50.000 kr.";Bæredygtig klimaskærm;Region Hovedstaden;LIV I DET LOKALE;Renovering og istandsættelse
235;2023;Et Børnemøde i Folkehøjde;"Støttet med
75.000 kr.";Det rullende børnemøde i folkehøjde;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
236;2023;Foreningen Bjerringbro Station - Byens Hus;"Støttet med
35.000 kr.";Aktivitetsfremmende udstyr og energiforbedringer;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
237;2023;Allerød Kommune;"Støttet med
25.000 kr.";Cykling - ud i det blå...;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
238;2023;Nimbus Urban Garden;"Støttet med
17.347 kr.";Udvikling af byhaven Nimbus Urban Garden;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
239;2023;Lindenborg Å Sammenslutningen;"Støttet med
30.000 kr.";Projekt gydegrus i Lindenborg Å nedstrøms cykelbroen;Region Nordjylland;LIV I DET LOKALE;Materialer
240;2023;Aarslev Boldklub;"Støttet med
35.000 kr.";Projekt Solceller;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
241;2023;Præstø Handels Og Erhvervsforening;"Støttet med
55.000 kr.";Involverende gadeteater om demokratiets svære start;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
242;2023;Hodja Fra Ørestaden;"Støttet med
12.600 kr.";Hodja fra Ørestaden;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
243;2023;Dansk Forening For Osteogenesis Imperfecta;"Støttet med
19.635 kr.";Grillaften og underholdning på sommerlejr 2023;Region Syddanmark;LIV I DET LOKALE;Arrangementer
244;2023;Orenæs Kultur;"Støttet med
24.300 kr.";Ni koncerter på Nordfalster;Region Sjælland;LIV I DET LOKALE;Honorar og løn
245;2023;Sejladsundervisningsprojektet Vind I Sejlene;"Støttet med
14.000 kr.";Lang sejlads med godt vand;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
246;2023;Tåsinge Tennis Og Padel Klub;"Støttet med
45.000 kr.";Træningsudstyr til børn, voksne samt seniorer;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
247;2023;Davinde By Og Kultur;"Støttet med
120.369 kr.";Davinde Landsbyfælled;Region Syddanmark;LIV I DET LOKALE;Byggeri
248;2023;NNF Seniorklub Billund;"Støttet med
10.000 kr.";Studietur til Folketinget og København Hill;Region Hovedstaden;LIV I DET LOKALE;Transport
249;2023;Måbjerg If Fodboldsektion;"Støttet med
4.000 kr.";Veotræning;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
250;2023;Palæstina Film Festival;"Støttet med
25.000 kr.";Palæstina Film Festival 2023;Region Midtjylland;LIV I DET LOKALE;Arrangementer
251;2023;Den Jyske Opera;"Støttet med
20.000 kr.";Opsætning af scene til Opera i Parken;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
252;2023;Hodsager Happy Horse;"Støttet med
25.000 kr.";Indkøb af 2 nye ponyer;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
253;2023;Bork Havn Handelsforening;"Støttet med
109.812 kr.";Badebro og boardwalk;Region Midtjylland;LIV I DET LOKALE;Byggeri
254;2023;Tungelundbadet;"Støttet med
40.000 kr.";Solceller til generering af grøn strøm til Tungelundbadet;Region Midtjylland;LIV I DET LOKALE;Materialer
255;2023;1684-1862;"Støttet med
5.000 kr.";1684-1862 Sorø Historiske Festival 2023;Region Sjælland;LIV I DET LOKALE;Arrangementer
256;2023;Foreningen Børnenes Kunsthus;"Støttet med
26.000 kr.";Duftspejlet - kunstforløb åbnes op for flere;Region Sjælland;LIV I DET LOKALE;Aktiviteter
257;2023;Hørby Kultur & Forsamlingshus;"Støttet med
10.000 kr.";Nye stole til vores forsamlingshus;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
258;2023;Middelfart Roklub;"Støttet med
20.000 kr.";Single Coastal til Middelfart Roklub;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
259;2023;Foreningen M/V River Thames;"Støttet med
65.000 kr.";Uddannelsespakke til foreningen;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
260;2023;Læsø Teaterforening;"Støttet med
30.000 kr.";Anskaffelse af streamingsudstyr til Læsø Bio;Region Nordjylland;LIV I DET LOKALE;Grej og udstyr
261;2023;Fonden Frydenlund Fuglepark;"Støttet med
75.000 kr.";En naturlig, bæredygtig, grøn Fugle Zoo;Region Syddanmark;LIV I DET LOKALE;Grej og udstyr
262;2023;Bss Padel;"Støttet med
4.000 kr.";Padeltennis for studerende ved Aarhus BSS;Region Midtjylland;LIV I DET LOKALE;Arrangementer
263;2023;Frivilligt Drenge- Og Pige-Forbund, FDF;"Støttet med
50.000 kr.";Familie og smågruppe shelter-/teltpladsen;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
264;2023;KFUM Og K Spejderne Banegårdsvej 4;"Støttet med
18.000 kr.";Shelters og bålhytte ved spejderhus;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
265;2023;B&U Teatret;"Støttet med
17.000 kr.";Teaterforestilling: H.C. Andersens “Snedronningen”;Region Syddanmark;LIV I DET LOKALE;Materialer
266;2023;Fortuna-Svendborg;"Støttet med
14.750 kr.";Styrket børnemiljø for pigefodboldspillere på Sydfyn;Region Syddanmark;LIV I DET LOKALE;Aktiviteter
267;2023;Københavns Kommune;"Støttet med
15.000 kr.";Eventyret om børnene ved verdens ende;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
268;2023;Landsforbundet Dui-Leg Og Virke;"Støttet med
27.238 kr.";Højskolesang på kursus- og mødested Ankersminde;Region Syddanmark;LIV I DET LOKALE;Materialer
269;2023;Enderslev Bylau;"Støttet med
20.000 kr.";Tingsted i Endeslev;Region Sjælland;LIV I DET LOKALE;Materialer
270;2023;Folkemøde Kalundborg I Høng;"Støttet med
20.000 kr.";Aktiviteter på Folkemøde Kalundborg i Høng;Region Sjælland;LIV I DET LOKALE;Aktiviteter
271;2023;Parkour Dk;"Støttet med
37.150 kr.";Copenhagen Parkour Gathering for Women and Non-Binary;Region Hovedstaden;LIV I DET LOKALE;Honorar og løn
272;2023;HGF Atletik/Motion;"Støttet med
5.000 kr.";Forårsløbet;Region Midtjylland;LIV I DET LOKALE;Arrangementer
273;2023;Danmarks Naturfredningsforening;"Støttet med
20.000 kr.";Furesø biodiversitetsfestival;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
274;2023;Kongelig Mayestaits Acteurs;"Støttet med
35.000 kr.";Studenterrevyen 2023;Region Hovedstaden;LIV I DET LOKALE;Aktiviteter
275;2023;Nakskov Tennisklub;"Støttet med
50.000 kr.";Energioptimering - nyt lys i tennishal;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
276;2023;Sundheds Rewaq;"Støttet med
40.000 kr.";Etablering af foreningsaktiviteter;Region Midtjylland;LIV I DET LOKALE;Aktiviteter
277;2023;Errindlev Forsamlingshus;"Støttet med
60.000 kr.";Energioptimering og -renovering af Errindlev Forsamlingshus;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
278;2023;Tissø Roklub;"Støttet med
17.000 kr.";Energioptimering;Region Sjælland;LIV I DET LOKALE;Renovering og istandsættelse
279;2023;Schæferhundeklubben Kreds 37;"Støttet med
15.000 kr.";Ny varmepumpe i klubhuset;Region Syddanmark;LIV I DET LOKALE;Renovering og istandsættelse
280;2023;Hovedgård Borgerforening Af 30. November 1916;"Støttet med
25.000 kr.";Offentlig legeplads i Anlægget, Hovedgård;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
281;2023;Aarhus Beachvolley Club;"Støttet med
15.000 kr.";Sociale rum i vores nye hal;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
282;2023;Skovgaard Museet I Viborg;"Støttet med
20.000 kr.";Fredshave i gårdhaven bag Skovgaard Museet;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
283;2023;Limelight Boardsport Club;"Støttet med
80.000 kr.";De unges grejbank i Rødvig;Region Sjælland;LIV I DET LOKALE;Mindre faciliteter
284;2023;Gudumholm Idrætsforening;"Støttet med
35.000 kr.";Fra Naturgas til Fjernvarme;Region Nordjylland;LIV I DET LOKALE;Renovering og istandsættelse
285;2023;Grundtvigsk Forum;"Støttet med
50.000 kr.";Festival for fremtiden - Lokale forestillinger;Region Hovedstaden;LIV I DET LOKALE;Arrangementer
286;2023;Stevns Folkedansere;"Støttet med
15.000 kr.";European Youth Dance Festival 2023;Region Sjælland;LIV I DET LOKALE;Aktiviteter
287;2023;Frivilligcenter Helsingør;"Støttet med
15.000 kr.";Mærk Naturen;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
288;2023;Danske Gymnasieelevers Sammenslutning;"Støttet med
4.995 kr.";Bedre tilgængelighed i DGS;Region Hovedstaden;LIV I DET LOKALE;Materialer
289;2023;Et Rart Sted At Være;"Støttet med
5.000 kr.";Musik og mad;Region Syddanmark;LIV I DET LOKALE;Arrangementer
290;2023;Overlund GF - Håndbold;"Støttet med
25.000 kr.";Harpiksfjernermaskine;Region Midtjylland;LIV I DET LOKALE;Grej og udstyr
291;2023;Gladsaxe Bordtennisklub;"Støttet med
16.000 kr.";Bordtennisborde og bordtennismesterskaber i Gladsaxe;Region Hovedstaden;LIV I DET LOKALE;Grej og udstyr
292;2023;Guldborgsund Kajakklub;"Støttet med
50.000 kr.";Solcelleanlæg til Guldborgsund Kajakklub;Region Sjælland;LIV I DET LOKALE;Materialer
293;2023;Den Selvejende Institution Juulsborg;"Støttet med
38.500 kr.";Oplevelseshavn på Møgelø;Region Midtjylland;LIV I DET LOKALE;Mindre faciliteter
294;2023;Foreningen Roskilde Jazz Days;"Støttet med
10.000 kr.";Roskilde Jazz Days 2023;Region Sjælland;LIV I DET LOKALE;Arrangementer
295;2023;Hos Venner;"Støttet med
150.000 kr.";Fordybelse, leg og læring i Thomas Lange Haven i Ho;Region Syddanmark;LIV I DET LOKALE;Mindre faciliteter
296;2023;Næstved Firma Sport;"Støttet med
10.000 kr.";Aftenløb for kvinder;Region Sjælland;LIV I DET LOKALE;Grej og udstyr
297;2023;Vestervig Håndværker- Og Borgerforening;"Støttet med
150.000 kr.";Legeplads i Klosterparken;Region Nordjylland;LIV I DET LOKALE;Mindre faciliteter
298;2023;Egmont Højskolen;"Støttet med
15.000 kr.";Syng, Spis og Snak;Region Midtjylland;LIV I DET LOKALE;Honorar og løn
