,Year,Reciever,Grant size (DKK),Description,Project Category
1843,2020,"Aarhus Universitetshospital, Landsdækkende",179.500 kr.,Lyt til børn og unges stemmer.,BØRN OG UNGE - Klar til livet
1844,2020,"Psykiatrifonden, Landsdækkende",999.379 kr.,Opfølgning på Mind My Mind,BØRN OG UNGE - Klar til livet
1845,2020,"Café Exit, Landsdækkende",371.300 kr.,Motion der smitter,TRIVSEL - Et liv uden kriminalitet
1846,2020,"Center for Digital Pædagogik, Landsdækkende",892.279 kr.,Scam/Off,TRYGHED I HVERDAGEN - Digital tryghed
1847,2020,"Aalborg Universitetshospital, Landsdækkende",497.400 kr.,HIIT med trivsel og humør,BØRN OG UNGE - Klar til livet
1848,2020,"Landsforeningen Lænken, Landsdækkende",657.900 kr.,Voksne Børn af Alkoholikere,VOKSNE - Fællesskaber for alle
1849,2020,"Unge for Ligeværd, Landsdækkende",1.132.140 kr.,Fællesskaber for sårbare unge,BØRN OG UNGE
1850,2020,"Kræftens Bekæmpelse, Landsdækkende",721.058 kr.,Lær om sorg i grundskolen,BØRN OG UNGE - Alle med fra start
1851,2020,"VIVE-Det Nationale Forsknings-og Analysecenter for Velfærd , Landsdækkende",4.662.000 kr.,Reform mod ungdomskriminalitet,BØRN OG UNGE - Alle med fra start
1852,2020,"Røde Kors, Landsdækkende",412.000 kr.,Førstehjælp bag murene,TRYGHED I HVERDAGEN - Hjertestart
1853,2020,"Fødevarestyrelsen, Landsdækkende",500.000 kr.,Nudge for Sundhed,ANDET
1854,2020,"Foreningen Tonekompagniet, Landsdækkende",158.640 kr.,OPSANG: FællessangsKoncerter,ÆLDRE - Et godt liv som pårørende
1855,2020,"Marianne Rosendal, Landsdækkende",2.984.174 kr.,Behandlingsfundament for FL,ANDET
1856,2020,"Social Talks, Landsdækkende",305.900 kr.,Børneinddragelse,BØRN OG UNGE - Alle med fra start
1857,2020,"UlykkesPatientForeningen, Landsdækkende",1.382.632 kr.,Nye online fællesskaber,ANDET
1858,2020,"Forskningsenheden for Almen Praksis i Aarhus, Landsdækkende",991.682 kr.,MovetheHip - Træn dig sund!,ANDET
1859,2020,"Operation Dagsværk, Landsdækkende",347.834 kr.,Dagsværk Appen,ANDET
1860,2020,"Landsbyforeningen Gørslev og Omegn, Sjælland",9.975 kr.,Førstehjælpskursus 2020,TRYGHED I HVERDAGEN - Hjertestart
1861,2020,"Aarhus Universitetshospital, Landsdækkende",2.475.329 kr.,E-læring: Kend din leddegigt,ANDET
1862,2020,"Region Syddanmark Psykiatri, Landsdækkende",6.051.912 kr.,Skematerapi mod depression,ANDET
1863,2020,"Omsorgscenter Toftehøjen, Sjælland",75.588 kr.,Sanse stimulering i hverdagen,ANDET
1864,2020,"ældresagen, Sjælland",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1865,2020,"Red Barnet Lokalafdeling Holbæk, Sjælland",40.000 kr.,Sommerlejr og højskolestemning,BØRN OG UNGE - Alle med fra start
1866,2020,"Holbæk Golfklub, Sjælland",22.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1867,2020,"Støtteforeningen for Neonatalstrik Øst, Sjælland",7.500 kr.,Strik til neonatal afd.,BØRN OG UNGE - Klar til livet
1868,2020,"Faxe Ladeplads Idrætsforening (FLI), Sjælland",22.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1869,2020,"Køge Hallerne, Sjælland",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1870,2020,"Ordblindhed med Marcus og Emil, Sjælland",5.000 kr.,Ordblindhed med Marcus og Emil,BØRN OG UNGE - Alle med fra start
1871,2020,"Vandrevenner Sydsjælland, Sjælland",7.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1872,2020,"Ungdommens Røde Kors, Sjælland",90.000 kr.,Ferielejr fremmer livskvalitet,BØRN OG UNGE - Alle med fra start
1873,2020,"Nakskov Cykle Club, Sjælland",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1874,2020,"Greve Marina Hejren Havnekontoret, Sjælland",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1875,2020,"Skovlunde Kulturhus , Sjælland",7.500 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1876,2020,"Guldborgsund kommune, Sjælland",55.000 kr.,Alle har ret til en sejltur,VOKSNE - Fællesskaber for alle
1877,2020,"VIVE - Det Nationale Forsknings- og Analysecenter for Velfærd, Landsdækkende",1.587.728 kr.,Sundhedstjek til Anbragte Børn,BØRN OG UNGE
1878,2020,"Psykiatrien Region Sjælland & Københavns Universitet, Landsdækkende",3.020.465 kr.,DIPNOT,SUNDHED
1879,2020,"Roskilde Mountainbike Klub (RMK), Sjælland",7.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1880,2020,"Thereses Fælleskab, Sjælland",317.500 kr.,Fællesspisning hos Therese,VOKSNE - Fællesskaber for alle
1881,2020,"Red Barnet Næstved, Sjælland",50.000 kr.,Oplevelse - natur og samvær,BØRN OG UNGE - Alle med fra start
1882,2020,"Toreby Bjærgning ApS, Sjælland",7.500 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1883,2020,"Tuse Næs hallerne, Sjælland",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1884,2020,"Syddansk Universitet, Landsdækkende",1.689.345 kr.,Autisme – mindful online,BØRN OG UNGE - Klar til livet
1885,2020,"Grundejerforeningen Hjorthøjparken, Sjælland",7.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1886,2020,"VIVE - Det nationale forsknings- og analysecenter for velfærd, Landsdækkende",1.924.493 kr.,Tærskler for anbringelse II,BØRN OG UNGE
1887,2020,"FDF Gadstrup-Snoldelev, Sjælland",9.170 kr.,Førstehjælpsudstyr,TRYGHED I HVERDAGEN - Hjertestart
1888,2020,"Roskilde Mountainbike Klub (RMK), Sjælland",3.000 kr.,Førstehjælpsudstyr,TRYGHED I HVERDAGEN - Hjertestart
1889,2020,"Golfklubben Storstrømmen, Sjælland",7.620 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1890,2020,"Nykøbing Sj. Sejlklub, Sjælland",12.500 kr.,"Redningsveste, våddragter og VHF-radioer",TRYGHED I HVERDAGEN - Respekt for vand
1891,2020,"Ølstykke Ny Andelsboligforening, Sjælland",22.500 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
1892,2020,"Børnehuset Firkløveren skovgruppe, Sjælland",9.100 kr.,Cykeltroldene - cykelhjelme,TRYGHED I HVERDAGEN - Andet
1893,2020,"Foreningen til Svalens Bevarelse, Sjælland",6.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1894,2020,"Skovvejens skole´s SFO Kilden Skamstrupvej 18 4440 Mørkøv, Sjælland",9.750 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1895,2020,"Søbjerggård Børnehus, Sjælland",2.600 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1896,2020,"Røde Kors, Roskilde, Sjælland",120.000 kr.,Tryghed i den sidste tid.,ÆLDRE - Flere gode leveår
1897,2020,"Stege Roklub, Sjælland",6.597 kr.,VHF-radioer,TRYGHED I HVERDAGEN - Respekt for vand
1898,2020,"Præstø kajak og padle klub, Sjælland",32.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1899,2020,"Grejbank Ringsted/ Teknik- og Miljøcenter, Sjælland",41.000 kr.,Svømme- og redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1900,2020,"Socialpædagogisk Center Næstved, Sjælland",100.000 kr.,Projekt - PWS beskæftigelse,ANDET
1901,2020,"Bylauget for Langø og omegn, Sjælland",30.000 kr.,Trafiksikkerhed på Langø,TRYGHED I HVERDAGEN - Andet
1902,2020,"Enø Vandsport, Sjælland",13.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1903,2020,"FGU- Lolland Falster - Banegårdspladsen 1, 4930 Maribo, Sjælland",53.750 kr.,Førstehjælp og sundhedsfokus,TRYGHED I HVERDAGEN - Hjertestart
1904,2020,"Dybsø Naturskole, Sjælland",8.125 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1905,2020,"Plejeboligerne Boruphøj, Køge Kommune, Sjælland",41.625 kr.,Cykling og fællesskaber,ÆLDRE - Et godt liv som pårørende
1906,2020,"Lær for Livet, Sjælland",975.000 kr.,Løft af udsatte børns læring,BØRN OG UNGE
1907,2020,"HOME-START Familiekontakt, Sjælland",1.000.000 kr.,En god start på Lolland,BØRN OG UNGE - Alle med fra start
1908,2020,"Dansk Atletik Forbund, Sjælland",1.479.000 kr.,MIN idrætsbog,BØRN OG UNGE - Klar til livet
1909,2020,"Psykiatrien Region Sjælland, Sjælland",680.688 kr.,TRYGtræning i deeskalering,ANDET
1910,2020,"Kvisten, Sjælland",1.096.400 kr.,Kvisten på Sjælland,VOKSNE - Fællesskaber for alle
1911,2020,"EDS netværk, Sjælland",95.200 kr.,Træning og velværd,ANDET
1912,2020,"Korsør sejlklub, Sjælland",8.500 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1913,2020,"IF Frem Bjæverskov, Sjælland",3.600 kr.,Sikkerhed og tryghed på vandet,TRYGHED I HVERDAGEN - Respekt for vand
1914,2020,"Foreningen Bona Gratia, Sjælland",21.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1915,2020,"Incita, Hovedstaden",65.000 kr.,Ung med epilepsi,ÆLDRE - Et godt liv som pårørende
1916,2020,"Foreningen Teater BorderLine, Sjælland",388.995 kr.,Den største drøm 2.0,BØRN OG UNGE - Alle med fra start
1917,2020,"Gimle, Sjælland",85.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
1918,2020,"Sorø Kommune, dagcenter Lynge plejeboliger, , Sjælland",975 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1919,2020,"Korsør Frømandsklub, Sjælland",6.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1920,2020,"Red Barnet , Hovedstaden",15.410 kr.,Klub Stærke fællesskaber,BØRN OG UNGE - Klar til livet
1921,2020,"AOF Center Storkøbenhavn, Hovedstaden",136.500 kr.,Aftenskolemakker,VOKSNE - Fællesskaber for alle
1922,2020,"Lungeforeningen Ballerup lokalafd., Hovedstaden",18.260 kr.,Korsang for lungekroniker,ANDET
1923,2020,"Lungeforeningen Ballerup lokalafd., Hovedstaden",10.000 kr.,Yoga Nidra for KOL-Kroniker,ANDET
1924,2020,"Fonden Kantara, Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1925,2020,"Bagsværd Kostskole og Gymnasium, Hovedstaden",70.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
1926,2020,"WeShelter, Hovedstaden",7.875 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1927,2020,"Helgoland Surfers, Surf Club (Frivillig forening), Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1928,2020,"Københavns Kommune, Hovedstaden",12.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1929,2020,"Tingbjerg Bibliotek/Kulturhus, Hovedstaden",158.980 kr.,Madfællesskaber i Tingbjerg,VOKSNE - Fællesskaber for alle
1930,2020,"Børnehuset Søbæk, Hovedstaden",19.050 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1931,2020,"Aarsdale Borgerforening i samarbejde med Høkeren Aarsdale, Hovedstaden",5.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1932,2020,"Red Barnet Hovedstaden, Hovedstaden",113.900 kr.,"RO, NÆRHED & MODSTANDSKRAFT",BØRN OG UNGE - Alle med fra start
1933,2020,"Kirkens Korshær, Hovedstaden",50.000 kr.,Børn og unge i foreningslivet,BØRN OG UNGE - Alle med fra start
1934,2020,"Det Danske Spejderkorps, Hovedstaden",15.801 kr.,Hjælpen skal være nær,TRYGHED I HVERDAGEN - Hjertestart
1935,2020,"Forælder Fonden, Hovedstaden",102.500 kr.,Tryghed på Elstarvej,BØRN OG UNGE - Alle med fra start
1936,2020,"Menighedsplejen for Tingbjerg Sogn og Diakoniens Hus, Hovedstaden",33.000 kr.,Cafe og Massage,ANDET
1937,2020,"Holte Tennisklub, Hovedstaden",7.500 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1938,2020,"FDF Frederiksberg kreds 7, Hovedstaden",10.688 kr.,Førstehjælpstræningsdukker,TRYGHED I HVERDAGEN - Hjertestart
1939,2020,"Kolonihaveforbundet, Hovedstaden",7.493 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1940,2020,"Albertshøj Venner, Hovedstaden",25.000 kr.,Sommerudflugt,ÆLDRE - Et godt liv som pårørende
1941,2020,"Babylon, Hovedstaden",9.995 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1942,2020,"Frivilligcenter og Selvhjælp Hørsholm, Hovedstaden",16.370 kr.,Naboskab Følgeskab Fællesskab,VOKSNE - Fællesskaber for alle
1943,2020,"Fløng Skole, Hovedstaden",7.493 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1944,2020,"KSF, Hovedstaden",6.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1945,2020,"Gilleleje Sejlklub, Hovedstaden",14.988 kr.,Førstehjælpkursus,TRYGHED I HVERDAGEN - Hjertestart
1946,2020,"Legehuset, integreret daginstitutionen , Hovedstaden",23.100 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1947,2020,"Listed Borgerforening, Hovedstaden",7.500 kr.,Udendørs hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
1948,2020,"Fægteklubben Trekanten, Hovedstaden",5.000 kr.,Genaktivering af hjertestarter,TRYGHED I HVERDAGEN - Hjertestart
1949,2020,"Gladsaxe Handicaptilbud, Hovedstaden",59.870 kr.,Velvære for udviklingshæmmede,ANDET
1950,2020,"Tingbjerg svømmeklub, Hovedstaden",6.738 kr.,Livredning med hjertestarter,TRYGHED I HVERDAGEN
1951,2020,"Herlev hospital, Hovedstaden",106.250 kr.,Trivsel og tryghed på N116,ANDET
1952,2020,"Region Hovedstadens Psykiatri, Psykiatrisk Center Glostrup, Hovedstaden",110.000 kr.,Massagestole,ANDET
1953,2020,"Flønghuset, Hovedstaden",3.900 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1954,2020,"Masteskurene Galionsvej 31-41 1437 København K , Hovedstaden",30.000 kr.,Masteskurene,TRYGHED I HVERDAGEN
1955,2020,"Kajakklubben Pilen, Nordre Mole, Dragør , Hovedstaden",11.000 kr.,Redningsveste,TRYGHED I HVERDAGEN
1956,2020,"Frivilligcenter & Selvhjælp Lyngby-Taarbæk, Hovedstaden",19.000 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN
1957,2020,"HF & VUC Nordsjælland, Hovedstaden",62.000 kr.,HF-IN SHAPE,BØRN OG UNGE - Klar til livet
1958,2020,"Hvidovre Hospital, Hovedstaden",28.385 kr.,Håndtering af kritisk nyfødt,TRYGHED I HVERDAGEN - Hjertestart
1959,2020,"Hillerødsholmskolen, Hovedstaden",6.500 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1960,2020,"Babylon, Hovedstaden",3.800 kr.,Sikkert rollespil i skoven,TRYGHED I HVERDAGEN
1961,2020,"Charlottenlundspejderne DDS, Hovedstaden",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1962,2020,"Børnehuset Rosenkilden , Hovedstaden",7.000 kr.,Brandbekæmpelse,TRYGHED I HVERDAGEN - Andet
1963,2020,"FDF Tårnby, Hovedstaden",9.500 kr.,Udskiftning af tyveri- og røgalarm,TRYGHED I HVERDAGEN - Andet
1964,2020,"Gildbroskolen, Ishøj kommune, Hovedstaden",52.457 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1965,2020,"Fonden Settlementet på Vesterbro, Hovedstaden",18.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1966,2020,"Lynge Skole , Hovedstaden",9.700 kr.,Lynges børn har gode reflekser,TRYGHED I HVERDAGEN - Andet
1967,2020,"Gladsaxe Kommune, Hovedstaden",2.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1968,2020,"GVI fodboldklub (Gentofte-Vangede Idrætsforening), Hovedstaden",25.000 kr.,Udvikling af pigefodbolden,BØRN OG UNGE - Klar til livet
1969,2020,"Børn og miljø Skovvej 2, Hovedstaden",4.875 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1970,2020,"Københavns Kommune, Hovedstaden",214.050 kr.,Førstehjælpsudstyr & bøger,TRYGHED I HVERDAGEN - Hjertestart
1971,2020,"A/B Opnæsgård, Hovedstaden",7.494 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1972,2020,"Landsforeningen Huntingtons Sygdom, Hovedstaden",132.400 kr.,Sammen kan vi klare det,BØRN OG UNGE
1973,2020,"Brøndby Kajakklub, Hovedstaden",8.500 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
1974,2020,"Danmarks største andelsbolig forening, Hovedstaden",50.625 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
1975,2020,"Allerød Kommune, Hovedstaden",11.771 kr.,Trafikkasser,TRYGHED I HVERDAGEN - Andet
1976,2020,"Netværkshuset i Gentofte, Hovedstaden",7.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
1977,2020,"Hvidovre Privatskole, Hovedstaden",7.800 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1978,2020,"De Runde Haver i Nærum, Hovedstaden",7.500 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN
1979,2020,"Bedre Psykiatri - Landsforeningen for pårørende, Hovedstaden",46.000 kr.,Samtalegrupper for pårørende,ÆLDRE
1980,2020,"Klostermarksskolen, Aalborg, Nordjylland",40.000 kr.,Alle børn har ret til en pause,BØRN OG UNGE - Alle med fra start
1981,2020,"Trinbrættet - Rønne Nord, Hovedstaden",11.375 kr.,Cykelhjelme,TRYGHED I HVERDAGEN - Andet
1982,2020,"Fagcenter for livskraft i Aalborg kommune., Nordjylland",35.000 kr.,Sundhed og trivsel,VOKSNE - Fællesskaber for alle
1983,2020,"MAD TIL ALLE, Hovedstaden",1.200.000 kr.,MAD TIL ALLE i trygge rammer,VOKSNE - Fællesskaber for alle
1984,2020,"Brug Folkeskolen, Hovedstaden",700.000 kr.,Brug Folkeskolen: Til tops!,BØRN OG UNGE
1985,2020,"Sejlklubben Limfjorden, Nordjylland",40.776 kr.,Sail Youngsters,BØRN OG UNGE
1986,2020,"Fonden Morgencafé for Hjemløse, Hovedstaden",1.000.000 kr.,Sundhedsrummet,VOKSNE
1987,2020,"Røde Kors Hovedstaden, Hovedstaden",1.000.000 kr.,Styrk opsøgende hjælp til ofre,VOKSNE - Fællesskaber for alle
1988,2020,"Amager og Hvidovre Hospital, Hovedstaden",363.300 kr.,Book en midlertidig pårørende,ÆLDRE
1989,2020,"Dragør Kommune, Hovedstaden",78.000 kr.,Sikker færden ved havet,TRYGHED I HVERDAGEN
1990,2020,"Madkassen Hjørring,, st, , Nordjylland",30.000 kr.,"Miljø, klima og madspild",ÆLDRE
1991,2020,"Bornholms Frie Idrætsskole, Hovedstaden",16.250 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
1992,2020,"Aktivitets- og Samværstilbuddet Kompasset, Hovedstaden",650.000 kr.,Peers skaber kontakt,VOKSNE
1993,2020,"Den selvejende institution Muhabet, Hovedstaden",1.706.000 kr.,Fællesskaber for psykisk syge.,VOKSNE
1994,2020,"Lindevangshjemmets Fond, Hovedstaden",725.000 kr.,Træværksted på recept,VOKSNE - Fællesskaber for alle
1995,2020,"DTU/Polyteknisk Forening , Hovedstaden",314.880 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
1996,2020,"Det Danske Spejderkorps, Hovedstaden",5.760 kr.,Sikker sejlads for spejdere,TRYGHED I HVERDAGEN
1997,2020,"Sengeløsevennerne, Hovedstaden",100.000 kr.,Kørestols Plejehjemsbeboere UD,ÆLDRE - Et godt liv som pårørende
1998,2020,"Kirkens Korshær Aalborg, Nordjylland",112.260 kr.,Tryghed for natten,ANDET
1999,2020,"KFUKs Sociale Arbejde, Hovedstaden",1.527.413 kr.,Fællesskab for udsatte mænd,VOKSNE - Fællesskaber for alle
2000,2020,"Roklubben Øresund, Hovedstaden",11.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
2001,2020,"Hvidovre Roklub, Hovedstaden",21.000 kr.,Redningsveste,TRYGHED I HVERDAGEN
2002,2020,"Ungdommens Røde Kors, Nordjylland",75.000 kr.,URK - ferielejre i Nordjylland,BØRN OG UNGE - Alle med fra start
2003,2020,"Den Sociale Virksomhed, Hovedstaden",109.990 kr.,Børn med udviklingshæmning,BØRN OG UNGE - Klar til livet
2004,2020,"FDF Københavns Søkreds, Hovedstaden",59.850 kr.,Søsikkerhedskursus i Søredning,TRYGHED I HVERDAGEN - Respekt for vand
2005,2020,"KAB søger på vegne af boligselskabet AKB, København, Hovedstaden",1.114.000 kr.,Inklusion for udsatte beboere,VOKSNE
2006,2020,"Handicap og Psykiatri, Frederikshavn Kommune, Nordjylland",80.000 kr.,Kørestolscykler,ANDET
2007,2020,"Foreningen Et Ben Foran, Nordjylland",50.000 kr.,Trivsel og fællesskab,BØRN OG UNGE - Alle med fra start
2008,2020,"Settlementet Vesterbro, Hovedstaden",900.000 kr.,Et Vesterbro for alle,VOKSNE
2009,2020,"BEDRE PSYKIATRI , Hovedstaden",132.000 kr.,Samtale/netværksgrupper,VOKSNE
2010,2020,"Aalborg Søspejdere, Det Danske Spejderkorps, Nordjylland",16.000 kr.,Oppustelige redningsveste,TRYGHED I HVERDAGEN
2011,2020,"Aalborg Sejlklub, Nordjylland",7.500 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
2012,2020,"Kano og Kajakklubben Limfjorden, Nordjylland",10.000 kr.,Førstehjælpskursus,TRYGHED I HVERDAGEN - Hjertestart
2013,2020,"BørneBasketFonden, Nordjylland",234.000 kr.,BørneBasket i Brønderslev,BØRN OG UNGE
2014,2020,"Nordjydsk Windsurfing Klub, Nordjylland",13.500 kr.,Redningsveste,TRYGHED I HVERDAGEN
2015,2020,"Øster Hurup havn, Havnen 46, 9560 Hadsund, Nordjylland",16.000 kr.,Redningsveste,TRYGHED I HVERDAGEN
2016,2020,"Aalborg Studenterterapi, Nordjylland",50.000 kr.,Aalborg Studenterterapi,VOKSNE - Fællesskaber for alle
2017,2020,"Vesthimmerlands Kommune, Nordjylland",28.318 kr.,Førstehjælpskurser,TRYGHED I HVERDAGEN - Hjertestart
2018,2020,"Vendelbocentret, Nordjylland",40.000 kr.,Velo Plus cykel,BØRN OG UNGE - Klar til livet
2019,2020,"Kirkens Korshær, Nordjylland",50.000 kr.,Projekt Fremtid og Fællesskab,BØRN OG UNGE
2020,2020,"Foreningen Jordforbindelsen, Nordjylland",89.000 kr.,Vildmandskurser M/K,VOKSNE
2021,2020,"Børnehuset Koldbøtten, Nordjylland",1.625 kr.,Cykelhjelme til børnehave,TRYGHED I HVERDAGEN - Andet
2022,2020,"Aalborg Søspejdere, Det Danske Spejderkorps, Nordjylland",25.000 kr.,Indkøb af nyt brandmateriel,TRYGHED I HVERDAGEN
2023,2020,"Gjøl Sejlklub, Nordjylland",22.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
2024,2020,"Thisted Ro- og Kajakklub, Nordjylland",11.000 kr.,Redningsveste,TRYGHED I HVERDAGEN
2025,2020,"Biersted skole, Nordjylland",9.100 kr.,Cykelhjelme,TRYGHED I HVERDAGEN
2026,2020,"Kongerslev og omegns HJERTESTARTER, Nordjylland",20.000 kr.,Førstehjælpsudstyr,TRYGHED I HVERDAGEN
2027,2020,"Dagtilbuddene, Handicapafdelingen, Hjørring Kommune, Nordjylland",7.500 kr.,Hjertestarterskab,TRYGHED I HVERDAGEN - Hjertestart
2028,2020,"søsportscenter Vilsund, Nordjylland",6.000 kr.,Redningsveste,TRYGHED I HVERDAGEN - Respekt for vand
